userId,MovieID,tag
146,319,directorial debut
146,325,National Lampoon
146,327,desert
146,329,far future
146,329,space
146,338,virtual reality
146,344,directorial debut
146,349,based on a book
146,349,CIA
146,350,based on a book
146,351,directorial debut
146,351,jazz
146,353,rock and roll
146,364,talking animals
146,370,police
146,434,colorado
146,434,mountains
146,445,parody
146,454,based on a book
146,456,directorial debut
146,456,drugs
146,456,ghetto
146,470,imdb bottom 100
146,475,based on a book
146,475,true story
146,480,based on a book
146,480,biology
146,480,Michael Crichton
146,480,scenic
146,480,science
146,481,serial killer
146,485,parody
146,491,directorial debut
146,497,based on a play
146,512,based on a book
146,512,Robert Heinlein
146,520,parody
146,524,biography
146,524,college
146,524,inspirational
146,524,true story
146,534,based on a play
146,534,biography
146,541,based on a book
146,541,Philip K. Dick
146,551,claymation
146,553,Arizona
146,565,directorial debut
146,568,directorial debut
146,574,directorial debut
146,574,incest
146,592,Batman
146,593,based on a book
146,602,jazz
146,602,music
146,619,imdb bottom 100
146,628,based on a book
146,661,claymation
146,709,based on a book
146,709,Charles Dickens
146,759,Oscar (Best Documentary Feature)
146,762,strippers
146,764,directorial debut
146,801,directorial debut
146,805,based on a book
146,808,Alaska
146,810,imdb bottom 100
146,837,elementary school
146,880,based on a book
146,880,H.G. Wells
146,892,based on a play
146,897,based on a book
146,897,Ernest Hemingway
146,899,black and white
146,909,black and white
146,912,black and white
146,915,based on a play
146,915,black and white
146,919,based on a book
146,919,black and white
146,920,based on a book
146,920,black and white
146,923,black and white
146,924,Arthur C. Clarke
146,924,artificial intelligence
146,924,based on a book
146,949,based on a book
146,949,John Steinbeck
146,968,black and white
146,971,based on a play
146,976,based on a book
146,976,Ernest Hemingway
146,993,physics
146,993,science
146,993,true story
146,1014,directorial debut
146,1017,based on a book
146,1017,island
146,1017,shipwreck
146,1028,magic
146,1031,magic
146,1032,based on a book
146,1032,whimsical
146,1035,Austria
146,1035,scenic
146,1036,terrorism
146,1037,virtual reality
146,1049,lions
146,1059,based on a play
146,1073,based on a book
146,1073,roald dahl
146,1085,based on a book
146,1085,Ernest Hemingway
146,1089,directorial debut
146,1089,ensemble cast
146,1093,rock and roll
146,1096,based on a book
146,1099,Charles Dickens
146,1104,based on a play
146,1104,New Orleans
146,1111,nature
146,1127,aliens
146,1127,ocean
146,1127,submarine
146,1136,directorial debut
146,1136,holy grail
146,1136,quotable
146,1147,Oscar (Best Documentary Feature)
146,1169,Oscar (Best Documentary Feature)
146,1175,directorial debut
146,1178,based on a book
146,1178,black and white
146,1185,directorial debut
146,1189,racism
146,1193,based on a book
146,1198,Egypt
146,1199,satire
146,1206,based on a book
146,1206,brutal
146,1206,rape
146,1206,satire
146,1208,based on a book
146,1210,desert
146,1213,based on a book
146,1219,black and white
146,1219,serial killer
146,1220,Chicago
146,1220,music business
146,1224,based on a play
146,1224,directorial debut
146,1225,based on a play
146,1225,biography
146,1233,ocean
146,1237,black and white
146,1243,based on a play
146,1250,based on a book
146,1253,black and white
146,1256,black and white
146,1257,directorial debut
146,1259,based on a book
146,1265,small town
146,1267,based on a book
146,1267,remade
146,1268,high school
146,1268,rock and roll
146,1270,high school
146,1278,parody
146,1281,black and white
146,1284,based on a book
146,1288,directorial debut
146,1288,music business
146,1293,biography
146,1295,based on a book
146,1298,rock and roll
146,1299,directorial debut
146,1301,far future
146,1307,jazz
146,1311,imdb bottom 100
146,1339,based on a book
146,1345,based on a book
146,1356,space
146,1358,directorial debut
146,1358,small town
146,1370,terrorism
146,1372,far future
146,1372,space
146,1374,far future
146,1375,far future
146,1380,directorial debut
146,1380,rock and roll
146,1392,directorial debut
146,1394,Arizona
146,1396,hackers
146,1401,racism
146,1405,directorial debut
146,1411,based on a play
146,1412,directorial debut
146,1419,Australia
146,1454,based on a play
146,1461,Las Vegas
146,1483,based on a book
146,1484,directorial debut
146,1487,biography
146,1487,music business
146,1487,true story
146,1517,watch the credits
146,1527,parody
146,1572,based on a book
146,1584,astronomy
146,1584,based on a book
146,1584,inspirational
146,1584,science
146,1584,space
146,1610,based on a book
146,1616,directorial debut
146,1620,based on a book
146,1653,biology
146,1653,directorial debut
146,1655,based on a book
146,1655,Dean Koontz
146,1672,based on a book
146,1673,movie business
146,1673,pornography
146,1676,based on a book
146,1676,military
146,1676,Robert Heinlein
146,1678,based on a book
146,1679,imdb bottom 100
146,1681,martial arts
146,1704,college
146,1704,school drama
146,1713,directorial debut
146,1719,based on a book
146,1719,small town
146,1721,ocean
146,1722,franchise
146,1726,based on a book
146,1735,based on a book
146,1739,imdb bottom 100
146,1748,nocturnal
146,1754,religion
146,1769,directorial debut
146,1770,based on a book
146,1770,jazz
146,1770,Nudity (Full Frontal - Brief)
146,1770,Nudity (Topless)
146,1772,sequel
146,1779,based on a book
146,1797,mountain climbing
146,1797,mountains
146,1804,trains
146,1831,space
146,1876,science
146,1876,space
146,1884,based on a book
146,1892,based on a play
146,1909,Antarctica
146,1909,FBI
146,1914,directorial debut
146,1916,directorial debut
146,1917,big budget
146,1917,unrealistic
146,1918,big budget
146,1921,directorial debut
146,1921,mental illness
146,1927,based on a book
146,1930,based on a play
146,1930,Noel Coward
146,1941,based on a play
146,1941,Shakespeare
146,1947,New York City
146,1961,mental illness
146,1997,based on a book
146,2010,black and white
146,2012,steampunk
146,2013,ocean
146,2013,shipwreck
146,2014,Child as Adult
146,2019,black and white
146,2021,based on a book
146,2021,Frank Herbert
146,2022,based on a book
146,2022,religion
146,2047,based on a book
146,2047,Upton Sinclair
146,2048,directorial debut
146,2064,directorial debut
146,2067,based on a book
146,2071,based on a book
146,2081,mermaid
146,2081,ocean
146,2081,talking animals
146,2083,based on a book
146,2083,Charles Dickens
146,2083,Christmas
146,2083,franchise
146,2083,talking animals
146,2085,directorial debut
146,2087,based on a book
146,2087,J.M. Barrie
146,2097,based on a book
146,2097,Ray Bradbury
146,2104,based on a book
146,2104,S.E. Hinton
146,2105,cyberpunk
146,2105,video game
146,2114,based on a book
146,2116,based on a book
146,2117,based on a book
146,2117,subversive
146,2118,based on a book
146,2120,based on a book
146,2124,directorial debut
146,2132,based on a play
146,2132,directorial debut
146,2137,E.B. White
146,2138,directorial debut
146,2138,talking animals
146,2139,based on a book
146,2139,directorial debut
146,2139,talking animals
146,2144,directorial debut
146,2160,based on a book
146,2161,based on a book
146,2163,parody
146,2174,claymation
146,2186,black and white
146,2191,based on a book
146,2202,John Steinbeck
146,2225,based on a play
146,2225,Noel Coward
146,2225,remade
146,2229,based on a book
146,2229,directorial debut
146,2232,directorial debut
146,2232,psychology
146,2243,television
146,2248,directorial debut
146,2253,satire
146,2262,directorial debut
146,2291,surreal
146,2294,talking animals
146,2297,based on a book
146,2297,surreal
146,2300,directorial debut
146,2311,Arthur C. Clarke
146,2311,based on a book
146,2311,sequel
146,2312,deafness
146,2321,1950s
146,2321,1950s housewives
146,2321,directorial debut
146,2321,satire
146,2321,surreal
146,2323,directorial debut
146,2325,Mormon
146,2325,satire
146,2329,brutal
146,2329,directorial debut
146,2344,trains
146,2347,based on a book
146,2347,New York City
146,2355,talking animals
146,2362,directorial debut
146,2378,police
146,2387,directorial debut
146,2393,far future
146,2393,space
146,2394,based on a book
146,2394,Christianity
146,2394,religion
146,2395,deadpan
146,2423,Christmas
146,2425,ireland
146,2427,based on a book
146,2427,ensemble cast
146,2427,remake
146,2427,World War II
146,2467,based on a book
146,2468,directorial debut
146,2488,serial killer
146,2494,Oscar (Best Documentary Feature)
146,2502,satire
146,2517,based on a book
146,2528,utopia
146,2529,based on a book
146,2529,far future
146,2542,directorial debut
146,2551,based on a book
146,2553,black and white
146,2555,imdb bottom 100
146,2557,directorial debut
146,2560,cannibalism
146,2570,adultery
146,2571,artificial intelligence
146,2571,hackers
146,2571,heroine in tight suit
146,2571,post apocalyptic
146,2579,directorial debut
146,2590,road trip
146,2599,black comedy
146,2599,high school
146,2617,archaeology
146,2622,based on a play
146,2628,far future
146,2640,big budget
146,2648,based on a book
146,2655,imdb bottom 100
146,2661,Ray Bradbury
146,2662,based on a book
146,2662,black and white
146,2662,H.G. Wells
146,2677,Cuba
146,2681,Star Trek
146,2683,James Bond
146,2690,based on a play
146,2700,satire
146,2700,subversive
146,2701,big budget
146,2702,serial killer
146,2709,franchise
146,2709,talking animals
146,2710,directorial debut
146,2716,New York City
146,2725,twins
146,2726,black and white
146,2731,directorial debut
146,2745,Christianity
146,2745,religion
146,2745,slavery
146,2750,nostalgic
146,2761,based on a book
146,2761,directorial debut
146,2792,parody
146,2795,road trip
146,2804,based on a book
146,2819,based on a book
146,2820,based on a play
146,2820,Shakespeare
146,2821,based on a play
146,2821,J.M. Barrie
146,2824,boxing
146,2826,big budget
146,2848,based on a play
146,2850,directorial debut
146,2858,directorial debut
146,2863,rock and roll
146,2872,Holy Grail
146,2872,medieval
146,2887,imdb bottom 100
146,2889,Alaska
146,2898,based on a book
146,2898,Stephen King
146,2908,homophobia
146,2908,lesbian
146,2908,rape
146,2908,true story
146,2917,directorial debut
146,2927,based on a play
146,2927,Noel Coward
146,2937,black and white
146,2947,franchise
146,2950,based on a book
146,2952,directorial debut
146,2959,based on a book
146,2959,Chuck Palahniuk
146,2965,based on a book
146,2972,directorial debut
146,2993,franchise
146,2997,black comedy
146,2997,directorial debut
146,2997,puppets
146,3000,Neil Gaiman
146,3003,trains
146,3005,based on a book
146,3015,based on a book
146,3022,black and white
146,3022,trains
146,3028,based on a play
146,3033,space
146,3037,black and white
146,3039,New York City
146,3043,imdb bottom 100
146,3046,Nudity (Topless)
146,3052,Catholicism
146,3052,Christianity
146,3052,irreverent
146,3060,rhythm & blues
146,3075,black and white
146,3075,rape
146,3079,based on a book
146,3082,big budget
146,3082,franchise
146,3087,Christmas
146,3087,New York City
146,3087,parody
146,3087,television
146,3095,based on a book
146,3095,John Steinbeck
146,3105,based on a book
146,3108,mental illness
146,3114,toys
146,3129,jazz
146,3147,prison
146,3156,Isaac Asimov
146,3157,based on a book
146,3157,E.B. White
146,3157,talking animals
146,3168,drugs
146,3172,based on a poem
146,3181,based on a play
146,3204,based on a book
146,3205,black and white
146,3207,Ernest Hemingway
146,3208,National Lampoon
146,3208,parody
146,3210,directorial debut
146,3210,ensemble cast
146,3247,Catholicism
146,3247,Christianity
146,3247,religion
146,3254,music business
146,3254,rock and roll
146,3256,based on a book
146,3257,interracial romance
146,3267,directorial debut
146,3271,based on a book
146,3271,John Steinbeck
146,3275,serial killer
146,3298,directorial debut
146,3298,stock market
146,3313,National Lampoon
146,3335,imdb bottom 100
146,3355,Nudity (Rear)
146,3360,directorial debut
146,3363,rock and roll
146,3375,based on a book
146,3375,Robert Heinlein
146,3390,imdb bottom 100
146,3396,franchise
146,3396,talking animals
146,3397,franchise
146,3397,talking animals
146,3398,franchise
146,3398,talking animals
146,3429,directorial debut
146,3435,based on a book
146,3437,imdb bottom 100
146,3442,directorial debut
146,3447,based on a book
146,3451,interracial romance
146,3461,based on a book
146,3462,black and white
146,3463,National Lampoon
146,3469,biology
146,3469,black and white
146,3469,science
146,3469,true story
146,3478,biography
146,3478,music business
146,3478,true story
146,3481,based on a book
146,3489,J.M. Barrie
146,3489,uplifting
146,3489,whimsical
146,3490,trains
146,3499,based on a book
146,3503,based on a book
146,3503,remade
146,3503,space
146,3528,based on a book
146,3543,directorial debut
146,3550,directorial debut
146,3552,directorial debut
146,3554,basketball
146,3556,directorial debut
146,3578,revenge
146,3593,imdb bottom 100
146,3598,based on a play
146,3606,directorial debut
146,3606,New York City
146,3617,National Lampoon
146,3629,black and white
146,3635,franchise
146,3653,Australia
146,3653,Hawaii
146,3653,New Zealand
146,3653,South Africa
146,3668,based on a play
146,3671,parody
146,3676,directorial debut
146,3679,rock and roll
146,3683,directorial debut
146,3698,based on a book
146,3698,reality TV
146,3698,satire
146,3698,television
146,3708,based on a book
146,3708,Stephen King
146,3719,based on a play
146,3723,based on a play
146,3732,based on a book
146,3751,talking animals
146,3755,big budget
146,3769,directorial debut
146,3773,hip hop
146,3779,Robert Heinlein
146,3785,parody
146,3791,rock and roll
146,3793,biology
146,3793,ensemble cast
146,3793,franchise
146,3793,genetics
146,3793,mutants
146,3820,trains
146,3863,directorial debut
146,3863,serial killer
146,3863,surreal
146,3868,parody
146,3868,police
146,3869,parody
146,3869,police
146,3872,based on a play
146,3872,Tennessee Williams
146,3927,Jerome Bixby
146,3932,based on a book
146,3932,H.G. Wells
146,3939,imdb bottom 100
146,3959,based on a book
146,3959,H.G. Wells
146,3977,directorial debut
146,3985,based on a book
146,3985,World War II
146,3986,biology
146,3986,cloning
146,3988,based on a book
146,3988,Christmas
146,3988,remake
146,3989,Oscar (Best Documentary Feature)
146,3999,mountain climbing
146,4002,trains
146,4027,based on a book
146,4037,directorial debut
146,4051,imdb bottom 100
146,4054,hip hop
146,4065,drugs
146,4065,Nudity (Topless)
146,4065,revenge
146,4066,blaxploitation
146,4066,parody
146,4068,cheerleading
146,4084,sequel
146,4085,police
146,4091,high school
146,4095,true story
146,4096,H.P. Lovecraft
146,4105,directorial debut
146,4113,based on a play
146,4124,imdb bottom 100
146,4125,imdb bottom 100
146,4133,based on a TV show
146,4142,Christianity
146,4142,religion
146,4148,serial killer
146,4153,remake
146,4178,based on a book
146,4178,John Steinbeck
146,4189,based on a book
146,4189,Christianity
146,4196,H.P. Lovecraft
146,4207,military
146,4226,black and white
146,4238,based on a book
146,4246,based on a book
146,4262,remake
146,4274,big budget
146,4278,black and white
146,4278,Nazis
146,4280,based on a book
146,4306,parody
146,4310,big budget
146,4321,Colorado
146,4339,based on a book
146,4339,trains
146,4341,based on a book
146,4344,hackers
146,4351,Hawaii
146,4370,artificial intelligence
146,4370,fairy tale
146,4370,robots
146,4388,parody
146,4409,black and white
146,4413,based on a book
146,4413,H.G. Wells
146,4425,imdb bottom 100
146,4429,based on a book
146,4429,Herman Melville
146,4429,Ray Bradbury
146,4446,video game adaptation
146,4447,college
146,4450,true story
146,4452,directorial debut
146,4458,Africa
146,4459,Alaska
146,4459,nature
146,4479,biography
146,4479,jazz
146,4499,con men
146,4544,robots
146,4546,based on a book
146,4560,based on a book
146,4560,Dean Koontz
146,4570,directorial debut
146,4598,imdb bottom 100
146,4642,based on a book
146,4642,directorial debut
146,4698,directorial debut
146,4720,twist ending
146,4745,based on a play
146,4750,imdb bottom 100
146,4754,island
146,4754,religion
146,4754,small town
146,4765,directorial debut
146,4769,Oscar (Best Documentary Feature)
146,4771,baseball
146,4771,based on a book
146,4775,imdb bottom 100
146,4783,antarctica
146,4792,remade
146,4803,directorial debut
146,4842,based on a book
146,4856,space
146,4858,space
146,4861,space
146,4865,serial killer
146,4870,multiple storylines
146,4870,strippers
146,4878,directorial debut
146,4896,based on a book
146,4896,franchise
146,4909,directorial debut
146,4944,based on a book
146,4944,H.G. Wells
146,4951,based on a book
146,4951,island
146,4961,pornography
146,4963,ensemble cast
146,4973,surreal
146,4978,based on a play
146,4979,ensemble cast
146,4989,college
146,4993,based on a book
146,4993,big budget
146,4993,new zealand
146,4993,scenic
146,5009,boxing
146,5014,disability
146,5014,mental illness
146,5015,interracial romance
146,5034,directorial debut
146,5045,imdb bottom 100
146,5047,parody
146,5049,police
146,5060,satire
146,5060,Vietnam War
146,5084,directorial debut
146,5137,hip hop
146,5171,based on a book
146,5171,H.G. Wells
146,5218,talking animals
146,5254,sequel
146,5283,National Lampoon
146,5290,based on a book
146,5290,H.G. Wells
146,5290,space
146,5291,rape
146,5294,serial killer
146,5294,twist ending
146,5298,directorial debut
146,5300,Arizona
146,5300,remade
146,5342,directorial debut
146,5364,adultery
146,5364,sensual
146,5364,sexy
146,5398,directorial debut
146,5398,sports
146,5401,blaxploitation
146,5401,parody
146,5445,based on a book
146,5446,scenic
146,5469,directorial debut
146,5481,James Bond
146,5481,parody
146,5530,virtual reality
146,5544,directorial debut
146,5570,directorial debut
146,5617,black comedy
146,5617,sex
146,5630,serial killer
146,5650,Canada
146,5664,hip hop
146,5666,based on a book
146,5669,Oscar (Best Documentary Feature)
146,5677,directorial debut
146,5697,directorial debut
146,5705,directorial debut
146,5785,reality tv
146,5791,biography
146,5810,hip hop
146,5812,interracial romance
146,5816,based on a book
146,5816,franchise
146,5832,Christianity
146,5832,religion
146,5837,imdb bottom 100
146,5867,based on a book
146,5867,directorial debut
146,5881,based on a book
146,5881,remake
146,5881,space
146,5882,based on a book
146,5897,directorial debut
146,5902,based on a book
146,5902,black comedy
146,5903,directorial debut
146,5903,drugs
146,5903,fascism
146,5910,imdb bottom 100
146,5933,based on a book
146,5933,John Steinbeck
146,5941,college
146,5941,directorial debut
146,5941,music business
146,5944,far future
146,5944,space
146,5945,road trip
146,5952,based on a book
146,5952,big budget
146,5952,new zealand
146,5952,scenic
146,5955,directorial debut
146,5956,New York City
146,5965,directorial debut
146,5991,Chicago
146,5991,directorial debut
146,5994,based on a book
146,5994,Charles Dickens
146,6003,based on a book
146,6003,directorial debut
146,6016,based on a book
146,6016,brutal
146,6016,serial killer
146,6160,Africa
146,6188,college
146,6188,fraternity
146,6188,Nudity (Rear)
146,6207,football
146,6207,sports
146,6231,biography
146,6231,jazz
146,6237,biography
146,6245,directorial debut
146,6255,based on a book
146,6255,Christianity
146,6255,religion
146,6279,casino
146,6279,gambling
146,6279,heist
146,6279,Nudity (Topless - Brief)
146,6289,ocean
146,6289,shipwreck
146,6289,submarine
146,6296,folk music
146,6297,based on a book
146,6299,animals
146,6299,nature
146,6303,based on a book
146,6305,based on a book
146,6305,fascism
146,6305,Ray Bradbury
146,6305,subversive
146,6322,con men
146,6323,twist ending
146,6333,biology
146,6333,ensemble cast
146,6333,franchise
146,6333,genetics
146,6333,mutants
146,6334,directorial debut
146,6334,high school
146,6340,music business
146,6340,rhythm & blues
146,6365,big budget
146,6377,talking animals
146,6400,Oscar (Best Documentary Feature)
146,6405,based on a book
146,6427,trains
146,6466,interracial romance
146,6476,based on a book
146,6483,imdb bottom 100
146,6483,reality TV
146,6534,mutants
146,6537,big budget
146,6537,robots
146,6552,immigrants
146,6563,directorial debut
146,6570,based on a book
146,6570,Nudity (Topless)
146,6584,directorial debut
146,6586,sequel
146,6587,imdb bottom 100
146,6591,Christianity
146,6593,Child as Adult
146,6598,Hawaii
146,6607,based on a book
146,6607,John Steinbeck
146,6617,Alberta
146,6617,based on a book
146,6617,Canada
146,6620,true story
146,6645,directorial debut
146,6646,Nudity (Topless)
146,6657,Ray Bradbury
146,6661,physics
146,6661,science
146,6672,journalism
146,6685,imdb bottom 100
146,6697,prison
146,6705,true story
146,6708,based on a book
146,6708,twist ending
146,6764,Brazil
146,6764,South America
146,6765,Italy
146,6771,National Lampoon
146,6780,based on a book
146,6780,science
146,6796,directorial debut
146,6796,ghetto
146,6796,poverty
146,6797,organized crime
146,6798,directorial debut
146,6827,imdb bottom 100
146,6827,saturday night live
146,6849,Charles Dickens
146,6858,directorial debut
146,6867,directorial debut
146,6867,midgets
146,6867,small town
146,6868,Nudity (Full Frontal)
146,6868,pornography
146,6869,Brazil
146,6870,based on a book
146,6872,imdb bottom 100
146,6873,black comedy
146,6875,Alfred P. Sloan Feature Film Prize
146,6879,based on a book
146,6880,serial killer
146,6883,biography
146,6883,writer's life
146,6888,parody
146,6893,remade
146,6906,based on a book
146,6906,S.E. Hinton
146,6934,big budget
146,6936,New York City
146,6938,Australia
146,6938,Hawaii
146,6942,Christmas
146,6942,directorial debut
146,6942,ensemble cast
146,6942,multiple storylines
146,6942,uplifting
146,6947,based on a book
146,6947,big budget
146,6947,island
146,6947,ocean
146,6951,based on a book
146,6951,Dr. Seuss
146,6957,Christmas
146,6959,based on a book
146,6959,time travel
146,6961,based on a book
146,6969,directorial debut
146,6979,artificial intelligence
146,6979,hackers
146,6979,military
146,6984,based on a book
146,6984,Charles Dickens
146,6990,trains
146,6995,imdb bottom 100
146,7004,elementary school
146,7019,monkey
146,7044,based on a book
146,7060,based on a book
146,7060,Biblical
146,7060,Christianity
146,7060,religion
146,7060,rock and roll
146,7065,black and white
146,7065,racism
146,7069,based on a play
146,7080,based on a book
146,7080,black and white
146,7102,police
146,7123,based on a book
146,7128,H.G. Wells
146,7134,directorial debut
146,7137,casino
146,7137,gambling
146,7142,dance
146,7142,hip hop
146,7143,Japan
146,7147,surreal
146,7152,based on a book
146,7153,based on a book
146,7153,big budget
146,7153,new zealand
146,7153,scenic
146,7154,college
146,7154,school drama
146,7156,military
146,7156,Oscar (Best Documentary Feature)
146,7156,Vietnam War
146,7157,blaxploitation
146,7157,jewish
146,7157,parody
146,7158,based on a book
146,7160,directorial debut
146,7160,prostitution
146,7162,based on a book
146,7163,based on a book
146,7164,based on a book
146,7164,J.M. Barrie
146,7184,based on a play
146,7184,Tennessee Williams
146,7189,imdb bottom 100
146,7215,based on a book
146,7215,Ernest Hemingway
146,7244,imdb bottom 100
146,7254,alternate endings
146,7256,nature
146,7256,scenic
146,7259,black
146,7259,hip hop
146,7259,imdb bottom 100
146,7265,incest
146,7315,boxing
146,7318,based on a book
146,7318,Biblical
146,7318,Christianity
146,7319,island
146,7338,based on a play
146,7346,high school
146,7346,pornography
146,7364,ireland
146,7373,superhero
146,7376,remake
146,7376,true story
146,7380,based on a book
146,7380,magic
146,7386,based on a book
146,7386,Christianity
146,7387,remade
146,7402,based on a book
146,7402,H.G. Wells
146,7454,big budget
146,7458,based on a poem
146,7458,big budget
146,7459,Brazil
146,7459,South America
146,7460,black and white
146,7481,based on a book
146,7484,rock and roll
146,7580,based on a book
146,7585,Venice
146,7624,high school
146,7624,prep school
146,7624,school drama
146,7757,based on a poem
146,7770,based on a book
146,7836,Oscar (Best Documentary Feature)
146,7836,rock and roll
146,7841,Frank Herbert
146,7842,based on a book
146,7842,Frank Herbert
146,7888,broadway
146,7891,based on a book
146,7901,H.P. Lovecraft
146,7918,directorial debut
146,7932,New York City
146,7932,trains
146,7934,black and white
146,7934,mockumentary
146,7943,Ernest Hemingway
146,7944,based on a play
146,7944,Mexico
146,7944,Tennessee Williams
146,8015,based on a book
146,8039,parody
146,8057,based on a play
146,8057,Tennessee Williams
146,8092,based on a book
146,8092,Brian Aldiss
146,8147,based on a book
146,8191,based on a play
146,8194,based on a play
146,8194,Tennessee Williams
146,8201,Brazil
146,8201,Christianity
146,8201,religion
146,8201,South America
146,8267,directorial debut
146,8341,based on a book
146,8341,Charles Dickens
146,8360,parody
146,8360,talking animals
146,8361,unrealistic
146,8363,black
146,8366,directorial debut
146,8366,high school
146,8366,irreverent
146,8366,satire
146,8366,subversive
146,8368,based on a book
146,8368,franchise
146,8387,imdb bottom 100
146,8426,robots
146,8455,Oscar (Best Documentary Feature)
146,8492,Charles Dickens
146,8507,black and white
146,8512,parody
146,8519,imdb bottom 100
146,8535,biography
146,8535,true story
146,8574,Christmas
146,8574,claymation
146,8581,true story
146,8582,journalism
146,8612,based on a book
146,8612,directorial debut
146,8623,based on a play
146,8633,space
146,8633,video game
146,8636,big budget
146,8644,based on a book
146,8644,Isaac Asimov
146,8681,Holy Grail
146,8690,based on a book
146,8781,based on a book
146,8781,brainwashing
146,8781,remake
146,8782,based on a TV show
146,8783,small town
146,8783,twist ending
146,8784,directorial debut
146,8810,Antarctica
146,8840,directorial debut
146,8853,directorial debut
146,8859,imdb bottom 100
146,8873,South America
146,8879,based on a book
146,8879,trains
146,8914,Alfred P. Sloan Feature Film Prize
146,8914,directorial debut
146,8914,low budget
146,8914,physics
146,8914,science
146,8917,irreverent
146,8918,black comedy
146,8921,based on a play
146,8921,Tennessee Williams
146,8924,directorial debut
146,8938,mental illness
146,8957,serial killer
146,8962,hip hop
146,8965,big budget
146,8965,trains
146,8966,Nudity (Full Frontal)
146,8966,psychology
146,8966,science
146,8969,sequel
146,8970,J.M. Barrie
146,8977,big budget
146,8984,ensemble cast
146,8985,sequel
146,9017,based on a book
146,9017,Charles Dickens
146,25736,based on a book
146,25736,Robert Louis Stevenson
146,25828,based on a play
146,25923,based on a book
146,26117,Ernest Hemingway
146,26148,trains
146,26379,Christianity
146,26379,religion
146,26485,based on a book
146,26485,S.E. Hinton
146,26492,Jerome Bixby
146,26554,based on a book
146,26554,Post apocalyptic
146,26682,police
146,26693,based on a book
146,26693,clowns
146,26693,Stephen King
146,26704,New York City
146,27266,trains
146,27456,antarctica
146,27592,revenge
146,27611,space
146,27618,Ray Bradbury
146,27648,based on a book
146,27685,cheerleading
146,27790,heartwarming
146,27790,imaginary friend
146,27790,surreal
146,27808,immigrants
146,27812,rock and roll
146,27812,trains
146,27822,ocean
146,27822,shark
146,27831,directorial debut
146,27874,National Lampoon
146,27878,Oscar (Best Documentary Feature)
146,27882,Hawaii
146,27904,based on a book
146,30707,sports
146,30793,based on a book
146,30818,Biography
146,30818,true story
146,30848,based on a book
